72,Datum+Zeit,Heimverein,Gastverein,Halle ,SR-Verein,Doppeleinsatz,1. Schiedsrichter ,2.Schiedsrichter
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-02-03T14:30,SV Mammendorf 2,ESV Staffelsee 2,Mehrzweckhalle,Slama Jama Gröbenzell,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-03T14:30,TG Landshut,TSV Gräfelfing e.V.,Sportzentrum West Halle 4/5,TSV 1884 Wolnzach,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-02-03T14:30,TSV Neuötting,TSV Wasserburg,Max-Fellermeier-Volksschule,SV Wacker Burghausen 2,,,
Kreisliga Herren B (KLHB)  2023/24,2024-02-03T15:00,MTV München,FC Aschheim,Berufsfachschule Kinderpflege,TSV München Ost,x,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2024-02-03T15:00,München Basket 2,TS Jahn München 2,Grundschule Amphionpark,MTSV Schwabing 5,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-03T15:00,TS Jahn München 2,München Basket 2,Ruth-Drexel-Grundschule,MTV München,x,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-02-03T15:00,TV 1862 Passau,TG Landshut,Städt. Mehrfachhalle,SV Wacker Burghausen 2,,,
Kreisliga Herren A (KLHA) 2023/24,2024-02-03T15:00,VfR Garching 2,SpVgg Höhenkirchen,Zeppelin Sportpark Garching,Baskets Vilsbiburg,x,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-03T15:15,TSV Haar,TuS Bad Aibling 2,Sportpark Eglfing,TS Jahn München 2,,,
Kreisklasse Herren Südost 23/24,2024-02-03T15:30,SV Seeon,TSV Trostberg 1863,Schule Seeon,TSV Wasserburg,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-03T15:30,TSV München-Solln,Haching Baskets,Sporthalle TSV Solln,TSV 1865 Dachau,x,,
Kreisklasse Herren Südost 23/24,2024-02-03T15:30,TuS Prien BRIGENNAS,SV Wacker Burghausen 2,Franziska-Hager-Halle,TSV 1860 Rosenheim,x,,
Kreisliga Herren A (KLHA) 2023/24,2024-02-03T16:30,SVN München,TSV Jahn Freising,SVN Sportpark,BC Hellenen München,x,,
Bezirksklasse Herren Südost  23/24,2024-02-03T16:45,TSV 1860 Rosenheim,SV Wacker Burghausen 2,Finsterwalder Gymnasium,TuS Prien BRIGENNAS,x,,
Bezirksklasse Damen (bkd) 2023/24,2024-02-03T17:00,TSV München-Forstenried,SV Bad Tölz,GS Baierbrunner Straße,TSV München-Solln,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-02-03T17:30,DJK SB München 2,TuS Fürstenfeldbruck,Fischer-von-Erlach-Halle,TSV München-Forstenried,x,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-03T17:30,MTV München,Haching Baskets,Berufsfachschule Kinderpflege,TS Jahn München 2,,,
Kreisliga Herren A (KLHA) 2023/24,2024-02-03T17:30,SG Poing,TSV Trudering,Dreifachhalle,TV von 1895 Markt Schwaben,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-03T17:30,TS Jahn München 2,TuS Holzkirchen,TS Jahn München (alt),TSV München Ost,,,
Kreisklasse Herren A (KKHA) 2023/24,2024-02-03T17:30,VfR Garching 2,TSV Trudering,Zeppelin Sportpark Garching,Baskets Vilsbiburg,x,,
Bezirksklasse Herren Südost  23/24,2024-02-03T18:00,TuS Prien BRIGENNAS,TuS Bad Aibling 2,Franziska-Hager-Halle,TSV 1860 Rosenheim,x,,
Bezirksklasse Herren Südost  23/24,2024-02-03T18:30,SV Seeon,TSV Wasserburg,Schule Seeon,TSV Trostberg 1863,,,
Kreisklasse Herren B (KKHB)  2023/24,2024-02-03T19:00,SVN München,Maccabi München,SVN Sportpark,BC Hellenen München,x,,
Kreisliga Herren Südost  Saison 23/24,2024-02-03T19:00,TSV 1860 Rosenheim,ASV Rott am Inn 3,Finsterwalder Gymnasium,TuS Prien BRIGENNAS,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-03T19:00,TSV Hechendorf,TSV Utting,Zweifachsporthalle,TSV München-Solln,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-03T19:00,TuS Geretsried,TSV Gräfelfing e.V.,Gymnasium Icking,TSV Weilheim,,,
Kreisliga Herren B (KLHB)  2023/24,2024-02-03T19:30,München Basket 2,TSV Haar,Grundschule Amphionpark,Ackermannbogen,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-03T20:00,DJK SB München 2,TSV Weilheim,Fischer-von-Erlach-Halle,TSV München-Forstenried,x,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-02-04T10:00,FC Bayern München 3,Ackermannbogen,Städt. Sporthalle Säbener Str.,TSV Milbertshofen,,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2024-02-04T10:00,TSV Jahn Freising,TS Jahn München 2,Steinpark-Halle,Slama Jama Gröbenzell,,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-02-04T11:00,München Basket 2,TSV München Ost,Grundschule Amphionpark,Haching Baskets,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-02-04T12:00,BC Hellenen München,TG Landshut,Adolf-Weber-Gymnasium,FC Bayern München 3,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-02-04T12:00,TSV Trudering,BC Hellenen München,Gymnasium Trudering,TSV München-Forstenried,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-02-04T12:00,TuS Bad Aibling 2,SV Wacker Burghausen 2,Sporthalle im Sportpark,Turn- und Sportverein Raubling e.V.,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-02-04T12:00,TV Traunstein,TG Landshut,Annette-Kolb-Gymnasium,SV Saaldorf,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2024-02-04T12:30,Ackermannbogen,FC Bayern München 3,null,MTV München,,,
Bezirksliga U16 ml (u16BZL-O) - Gruppe Ost 2023/24,2024-02-04T12:30,TSV Neuötting,TSV Wasserburg,Max-Fellermeier-Volksschule,SV Wacker Burghausen 2,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-02-04T13:00,SV Wacker Burghausen 2,TuS Traunreut,Sportparkhalle,TSV Trostberg 1863,,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2024-02-04T13:00,TSV Grünwald,Ackermannbogen,Gymnasium Grünwald,TSV 1898 Penzberg,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-02-04T14:00,Gautinger Sportclub e.V.,Slama Jama Gröbenzell,Realschule,TSV Gräfelfing e.V.,,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2024-02-04T14:15,TSV OH Deisenhofen,MTSV Schwabing 5,Kyberghalle,TSV Haar,,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2024-02-04T14:30,Slama Jama Gröbenzell,TSV München Ost,Ballsporthalle Gröbenzell,TSV 1865 Dachau,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-02-04T14:30,TSV München-Solln,TSV Weilheim,Sporthalle TSV Solln,FC Anadolu,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-04T15:30,München Basket 2,TSV München Ost,Grundschule Amphionpark,Haching Baskets,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-02-04T15:30,TSV Grünwald,Ackermannbogen,Gymnasium Grünwald,TSV 1898 Penzberg,x,,
Kreisliga Herren Südost  Saison 23/24,2024-02-04T16:00,SV Schwindegg,TSV Gars,Hauptschule,TG Landshut,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-02-04T16:00,TSV 1865 Dachau,TuS Fürstenfeldbruck,Jahnhalle,VfR Garching 2,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-04T16:30,TSV Milbertshofen,ESV Staffelsee 2,Gebrüder-Apfelbeck-Halle,Ackermannbogen,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-02-04T16:30,TSV Neuötting,TSV Wasserburg,Max-Fellermeier-Volksschule,SV Wacker Burghausen 2,,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2024-02-04T16:30,TSV Weilheim,TG Landshut,W.-C.-Röntgen-Mittelschule,ESV Staffelsee 2,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-02-04T16:45,TSV 1898 Penzberg,Slama Jama Gröbenzell,Neue Sporthalle Wellenbad,TuS Geretsried,,,
Bezirksklasse Damen (bkd) 2023/24,2024-02-04T17:00,SV Mammendorf 2,TSV Ismaning,Sporthalle,TuS Fürstenfeldbruck,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-04T17:00,TSV 1884 Wolnzach,TSV Schleißheim,Hallertau-Gymnasium,TSV Jahn Freising,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-02-04T17:00,TSV Jahn Freising,TSV Ismaning,Steinpark-Halle,TSV 1865 Dachau,,,
Kreisliga Herren Südost  Saison 23/24,2024-02-04T17:00,TuS Töging,Turn- und Sportverein Raubling e.V.,Mehrzweckhalle Töging,Baskets Vilsbiburg,,,
Bezirksklasse Herren Südost  23/24,2024-02-04T17:00,TV Traunstein,WSV Glonn,Annette-Kolb-Gymnasium,SV Wacker Burghausen 2,,,
Bezirksklasse Damen (bkd) 2023/24,2024-02-04T17:30,Ackermannbogen,TSV Wasserburg,Hauptschule Elisabeth-Kohn-Str.,SV Mammendorf 2,x,,
Bezirksklasse Herren Südost  23/24,2024-02-04T17:30,TSV Trostberg 1863,TuS Bad Aibling 2,Alois-Böck-Halle,SV Wacker Burghausen 2,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-04T18:00,SpVgg Altenerding 2,TSV 1860 München,Knabenschule,TSV Jahn Freising,,,
Kreisklasse Herren B (KKHB)  2023/24,2024-02-04T18:15,MTV Pfaffenhofen,Maccabi München,Sporthalle Mittelschule,TSV 1884 Wolnzach,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-04T19:00,TSV München-Solln,TuS Fürstenfeldbruck,Sporthalle TSV Solln,TSV München Ost,,,
Kreisliga Herren A (KLHA) 2023/24,2024-02-04T19:30,BC Hellenen München,TS Jahn München 2,Adolf-Weber-Gymnasium,München Basket 2,,,
Kreisklasse Herren A (KKHA) 2023/24,2024-02-04T20:00,Ackermannbogen,TSV Schleißheim,Hauptschule Elisabeth-Kohn-Str.,SV Mammendorf 2,x,,
Kreisklasse Herren B (KKHB)  2023/24,2024-02-06T20:30,MTSV Schwabing 5,Sportfreunde BiH München 2021 e.V.,MTSV Schwabing,TSV München-Solln,,,
Bezirksklasse Herren Südost  23/24,2024-02-10T13:45,TSV Wasserburg,TV 1863 Miesbach,Badria,ASV Rott am Inn 3,,,
Bezirksklasse Damen (bkd) 2023/24,2024-02-11T13:45,TSV Wasserburg,Ackermannbogen,Badria,TSV 1860 Rosenheim,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-11T17:00,Baskets Vilsbiburg,DJK SB München 2,Ballsporthalle,TG Landshut,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-02-17T13:00,Baskets Vilsbiburg,TSV Wasserburg,Doppelturnhalle,TG Landshut,,,
Bezirksklasse Damen (bkd) 2023/24,2024-02-17T17:00,SV Mammendorf 2,SV Saaldorf,Mehrzweckhalle,TuS Fürstenfeldbruck,,,
Kreisliga Herren Südost  Saison 23/24,2024-02-17T19:00,ASV Rott am Inn 3,TSV Bad Reichenhall 2,Schulturnhalle,TSV Wasserburg,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-02-18T12:00,TuS Bad Aibling 2,TS Jahn München 2,Sporthalle im Sportpark,TSV Wasserburg,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-02-18T14:30,Baskets Vilsbiburg,TSV Jahn Freising,Ballsporthalle,TG Landshut,x,,
Kreisklasse Herren Südost 23/24,2024-02-18T14:30,TSV 1864 Grafing 2,TSV Bad Reichenhall 2,Jahnsporthalle,TuS Bad Aibling 2,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-02-18T17:00,Baskets Vilsbiburg,SV Wacker Burghausen 2,Ballsporthalle,TG Landshut,x,,
Bezirksklasse Herren Südost  23/24,2024-02-18T18:00,TV 1863 Miesbach,TuS Bad Aibling 2,Mittelschulturnhalle,TuS Holzkirchen,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-18T18:00,TSV 1884 Wolnzach,TS Jahn München 2,Hallertau-Gymnasium,MTV Pfaffenhofen,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-23T20:00,TSV 1860 München,TSV 1884 Wolnzach,Wilhelm-Busch-Realschule,TSV Haar,,,
Kreisliga Herren B (KLHB)  2023/24,2024-02-23T20:35,FC Anadolu,MTV München,Hauptschule Elisabeth-Kohn-Str.,TSV Trudering,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-02-24T00:00,TSV Gräfelfing e.V.,TSV 1865 Dachau,Kurt-Huber-Gymnasium,MTV München,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-24T00:00,TSV Gräfelfing e.V.,TSV Haar,Kurt-Huber-Gymnasium,TS Jahn München 2,,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-02-24T10:00,MTV München,SV Mammendorf 2,MTV München,TSV München Ost,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-02-24T10:00,TS Jahn München 2,Baskets Vilsbiburg,Ruth-Drexel-Grundschule,TSV München Ost,,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-02-24T10:00,TSV Jahn Freising,TSV Neuötting,Steinpark-Halle,SVN München,x,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-02-24T10:00,TSV Wasserburg,TV 1862 Passau,Luitpold-Gymnasium,TSV 1864 Grafing 2,x,,
Bezirksliga U12 ml (u12BZL-O) - Gruppe Ost 2023/24,2024-02-24T10:00,TuS Traunreut,TG Landshut,null,TV Traunstein,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-02-24T11:30,TSV Weilheim,BC Hellenen München,Sportzentrum,TSV Hechendorf,x,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-24T12:00,Haching Baskets,TS Jahn München 2,Lise-Meitner-Gymnasium,TSV München Ost,x,,
Bezirksklasse Herren Südost  23/24,2024-02-24T12:00,TuS Bad Aibling 2,TSV Trostberg 1863,Sporthalle im Sportpark,TSV Wasserburg,x,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2024-02-24T12:15,ESV Staffelsee 2,DJK SB München 2,Staffelsee-Gymnasium,TSV Weilheim,,,
Bezirksliga U16 ml (u16BZL-O) - Gruppe Ost 2023/24,2024-02-24T12:15,TSV 1860 Rosenheim,TSV 1884 Wolnzach,Finsterwalder Gymnasium,TuS Bad Aibling 2,x,,
Landesliga U14m Süd,2024-02-24T12:15,TSV Jahn Freising,TS Jahn München 2,Steinpark-Halle,SVN München,x,,
Bezirksoberliga U14 wbl (bolu14w)  2023/24,2024-02-24T12:15,TSV Wasserburg,TSV Jahn Freising,Luitpold-Gymnasium,TSV 1864 Grafing 2,x,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2024-02-24T12:30,TS Jahn München 2,TSV Jahn Freising,TS Jahn München,Gautinger Sportclub e.V.,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-02-24T14:00,TSV Weilheim,München Basket 2,Sportzentrum,TSV Hechendorf,x,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-24T14:15,Haching Baskets,SpVgg Altenerding 2,Lise-Meitner-Gymnasium,TSV München Ost,x,,
Bezirksklasse Damen (bkd) 2023/24,2024-02-24T14:15,TSV Ismaning,TSV München-Forstenried,Realschule Ismaning,TSV Gräfelfing e.V.,x,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-02-24T14:30,TSV 1860 Rosenheim,TV Traunstein,Finsterwalder Gymnasium,TuS Bad Aibling 2,x,,
Bezirksoberliga U14 wbl (bolu14w)  2023/24,2024-02-24T14:30,TSV Gräfelfing e.V.,ESV Staffelsee 2,Kurt-Huber-Gymnasium,München Basket 2,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-02-24T14:30,TSV Wasserburg,TSV 1864 Grafing 2,Luitpold-Gymnasium,TSV Vaterstetten,x,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-24T14:45,München Basket 2,TG Landshut,Grundschule Amphionpark,TSV Trudering,,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-02-24T14:45,Slama Jama Gröbenzell,TSV München-Solln,Ballsporthalle Gröbenzell,TSV Schleißheim,x,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-02-24T15:00,MTV München,Haching Baskets,MTV München,TS Jahn München 2,,,
Landesliga U14m Süd,2024-02-24T15:00,SB Rosenheim,DJK SB München 2,Wolfgang-Pohle-Halle,TuS Bad Aibling 2,,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2024-02-24T15:00,TSV München Ost,TSV Weilheim,Ost-Dome 1,TSV Trudering,,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-24T15:00,TuS Bad Aibling 2,Baskets Vilsbiburg,Sporthalle im Sportpark,TSV Wasserburg,x,,
Bezirksklasse Damen (bkd) 2023/24,2024-02-24T16:00,SV Bad Tölz,SV Mammendorf 2,Flintkaserne Sportpark,TSV Weilheim,,,
Kreisklasse Herren Südost 23/24,2024-02-24T16:30,TSV Bad Reichenhall 2,TuS Prien BRIGENNAS,Karlsgymnasium,TV Traunstein,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-02-24T16:30,TSV Ismaning,TSV München Ost,Realschule Ismaning,TSV Gräfelfing e.V.,x,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-02-24T16:30,TSV Vaterstetten,TSV Trudering,Realschule Baldham,Ackermannbogen,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-24T16:30,TSV Weilheim,TSV Milbertshofen,Sportzentrum,ESV Staffelsee 2,,,
Kreisklasse Herren Südost 23/24,2024-02-24T16:45,SV Wacker Burghausen 2,SV Seeon,Franz-Xaver-Gruber Mittelschule,TSV Neuötting,x,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-02-24T16:45,TG Landshut,TuS Bad Aibling 2,Sportzentrum West Halle 4/5,Baskets Vilsbiburg,,,
Kreisklasse Herren Südost 23/24,2024-02-24T16:45,TSV Wasserburg,TSV 1864 Grafing 2,Luitpold-Gymnasium,TSV Vaterstetten,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-02-24T17:00,Slama Jama Gröbenzell,TSV München-Solln,Ballsporthalle Gröbenzell,TSV Schleißheim,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-24T17:00,TSV Utting,DJK SB München 2,Sportzentrum ,Gautinger Sportclub e.V.,,,
Kreisliga Herren B (KLHB)  2023/24,2024-02-24T18:00,FC Aschheim,SV Bad Tölz,St.-Emmeram-Realschule,MTSV Schwabing 5,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-24T18:00,TuS Holzkirchen,MTV München,Sportzentrum,SV Bad Tölz,,,
Bezirksklasse Herren Südost  23/24,2024-02-24T19:00,SV Wacker Burghausen 2,TuS Prien BRIGENNAS,Franz-Xaver-Gruber Mittelschule,TSV Neuötting,x,,
Kreisklasse Herren B (KKHB)  2023/24,2024-02-24T19:00,TSV Vaterstetten,MTV Pfaffenhofen,Realschule Baldham,Ackermannbogen,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-24T19:30,ESV Staffelsee 2,TSV München-Solln,Staffelsee-Gymnasium,TSV 1898 Penzberg,,,
Kreisliga Herren A (KLHA) 2023/24,2024-02-24T20:00,TS Jahn München 2,VfR Garching 2,TS Jahn München,München Basket 2,,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-02-25T10:00,ESV Staffelsee 2,München Basket 2,Staffelsee-Gymnasium,TSV 1898 Penzberg,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2024-02-25T10:00,FV Jahn München,TSV München-Solln,TS Jahn München,SVN München,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-02-25T10:00,TG Landshut,TSV Milbertshofen,Sportzentrum West Halle 4/5,TV 1862 Passau,x,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2024-02-25T10:00,TSV München Ost,TS Jahn München 2,Ost-Dome 3,MTV München,,,
Landesliga U14m Süd,2024-02-25T10:00,TSV München Ost,BG Leitershofen/Stadtbergen,Ost-Dome 1,TSV Jahn Freising,x,,
Bezirksliga U12 ml (u12BZL-W) - Gruppe West 2023/24,2024-02-25T11:15,TSV Gräfelfing e.V.,TSV München-Forstenried,Kurt-Huber-Gymnasium,München Basket 2,,,
Bezirksliga U12 ml (u12BZL-M) - Gruppe Mitte 2023/24,2024-02-25T12:00,BC Hellenen München,Ackermannbogen,Adolf-Weber-Gymnasium,TuS Fürstenfeldbruck,x,,
Bezirksoberliga U16 wbl (bolu16w) 2023/24,2024-02-25T12:15,TG Landshut,München Basket 2,Sportzentrum West Halle 4/5,TV 1862 Passau,x,,
Bezirksliga U14 ml (u14BZL-W) - Gruppe West 2023/24,2024-02-25T12:15,TSV München Ost,MTSV Schwabing 5,Ost-Dome 1,TSV Jahn Freising,x,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2024-02-25T12:30,TSV Ismaning,TSV OH Deisenhofen,Osterfeldhalle,TSV Schleißheim,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-02-25T12:30,TSV Vaterstetten,FC Bayern München 3,Realschule Baldham,VfR Garching 2,x,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-02-25T13:00,Haching Baskets,TS Jahn München 2,Lise-Meitner-Gymnasium,TSV Vaterstetten,,,
Bezirksklasse Damen (bkd) 2023/24,2024-02-25T13:00,SV Saaldorf,TSV München Ost,Mehrzweckhalle Saaldorf,TSV Bad Reichenhall 2,,,
Bezirksliga U14 ml (u14BZL-O) - Gruppe Ost 2023/24,2024-02-25T13:00,SV Wacker Burghausen 2,TV Traunstein,Sportparkhalle,SV Seeon,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-02-25T14:00,TSV Weilheim,München Basket 2,W.-C.-Röntgen-Mittelschule,ESV Staffelsee 2,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-02-25T14:30,BC Hellenen München,TSV Grünwald,Adolf-Weber-Gymnasium,TuS Fürstenfeldbruck,x,,
Bezirksoberliga U16 ml (u16BOL) 2023/24,2024-02-25T14:30,DJK SB München 2,TSV München-Solln,Fischer-von-Erlach-Halle,Haching Baskets,,,
Bezirksliga U18 ml (u18BZL-O) - Gruppe Ost 2023/24,2024-02-25T14:30,TG Landshut,Baskets Vilsbiburg,Sportzentrum West Halle 4/5,TSV Jahn Freising,,,
Bezirksoberliga U14 ml (u14BOL) 2023/24,2024-02-25T15:00,Ackermannbogen,BC Hellenen München,Hauptschule Elisabeth-Kohn-Str.,TSV München Ost,x,,
Kreisklasse Herren B (KKHB)  2023/24,2024-02-25T15:00,Maccabi München,SVN München,GS Infanteriestraße,TSV Vaterstetten,,,
Bezirksliga U16 ml (u16BZL-M) - Gruppe Mitte 2023/24,2024-02-25T15:00,MTSV Schwabing 5,TSV Vaterstetten,Morawitzkyhalle,BC Hellenen München,,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-02-25T15:00,TSV Vaterstetten,Gautinger Sportclub e.V.,Realschule Baldham,VfR Garching 2,x,,
Bezirksliga U18 ml (u18BZL-W) - Gruppe West 2023/24,2024-02-25T15:00,TuS Fürstenfeldbruck,TSV 1898 Penzberg,Graf-Rasso-Gymnasium,TSV Gräfelfing e.V.,,,
Kreisklasse Herren A (KKHA) 2023/24,2024-02-25T16:00,TSV Trudering,VfB Hallbergmoos-Goldach,Gymnasium Trudering,FC Bayern München 3,x,,
Bezirksklasse Herren Südost  23/24,2024-02-25T16:45,TSV Wasserburg,TSV 1860 Rosenheim,Luitpold-Gymnasium,TSV Gars,,,
Landesliga U14m Süd,2024-02-25T17:00,FC Bayern München 3,Baskets Vilsbiburg,Städt. Sporthalle Säbener Str.,BC Hellenen München,,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-02-25T17:00,Slama Jama Gröbenzell,TSV 1865 Dachau,Ballsporthalle Gröbenzell,München Basket 2,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-25T17:00,TSV München Ost,TS Jahn München 2,Ost-Dome 1,MTSV Schwabing 5,x,,
Bezirksliga U16 ml (u16BZL-W) - Gruppe West 2023/24,2024-02-25T17:00,TSV München-Forstenried,TSV 1898 Penzberg,GS Baierbrunner Straße,TSV Hechendorf,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-02-25T17:30,Ackermannbogen,TSV Jahn Freising,Hauptschule Elisabeth-Kohn-Str.,TSV München Ost,x,,
Kreisklasse Herren A (KKHA) 2023/24,2024-02-25T17:30,TSV Ismaning,VfR Garching 2,Osterfeldhalle,TSV Schleißheim,,,
Kreisliga Herren A (KLHA) 2023/24,2024-02-25T18:00,TSV Trudering,BC Hellenen München,Gymnasium Trudering,FC Bayern München 3,x,,
Bezirksklasse Herren Südost  23/24,2024-02-25T18:00,TV 1863 Miesbach,TV Traunstein,Mittelschulturnhalle,TuS Holzkirchen,,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-25T18:30,TSV Gräfelfing e.V.,TSV Hechendorf,Kurt-Huber-Gymnasium,TSV München-Solln,,,
Bezirksklasse Herren Südost  23/24,2024-02-25T18:45,WSV Glonn,SV Seeon,Spielhalle WSV Glonn,TSV Trudering,,,
Bezirksklasse Herren (BKHM) Mitte 2023/24,2024-02-25T19:00,TSV Schleißheim,München Basket 2,Sporthalle beim Hallenbad,TSV 1865 Dachau,,,
Kreisliga Herren A (KLHA) 2023/24,2024-02-25T19:30,TSV Jahn Freising,SG Poing,Steinpark-Halle,TG Landshut,,,
Kreisliga Herren A (KLHA) 2023/24,2024-02-25T19:30,TSV München Ost,SVN München,Ost-Dome 1,MTSV Schwabing 5,x,,
Bezirksklasse Herren West (BKH) 2023/2024,2024-02-25T19:30,TuS Fürstenfeldbruck,TuS Geretsried,Graf-Rasso-Gymnasium,TSV Gräfelfing e.V.,,,
Bezirksliga U18 ml (u18BZL-M) - Gruppe Mitte 2023/24,2024-03-01T20:30,TSV München Ost,Ackermannbogen,Ost-Dome 1,TS Jahn München 2,,,
Kreisklasse Herren B (KKHB)  2023/24,2024-03-01T20:30,TuS Holzkirchen,MTSV Schwabing 5,Sportzentrum,TV 1863 Miesbach,,,
